title,year,runtime,genre_1,genre_2,director,score,user_ratings,budget,revenue
Free Guy,2021,115,Comedy,Adventure,Shawn Levy,74,10150,"$110,000,000","$331,526,598"
Justice League: War,2014,79,Animation,Action,Jay Oliva,74,1203,"$3,500,000","$5,155,325"
Star Trek,2009,127,Science Fiction,Action,J.J. Abrams,74,10714,"$150,000,000","$386,839,614"
The Devil Wears Prada,2006,109,Drama,Comedy,David Frankel,74,14218,"$35,000,000","$326,588,371"
Birdman or (The Unexpected Virtue of Ignorance),2014,120,Drama,Comedy,Alejandro G. Iñárritu,74,13815,"$18,000,000","$103,215,094"
The Artist,2011,100,Drama,Comedy,Michel Hazanavicius,74,3608,"$15,000,000","$133,432,856"
Trinity Is Still My Name,1971,118,Comedy,Western,Enzo Barboni,74,1032,-,"$2,100,000"
The Secret of NIMH,1982,83,Adventure,Animation,Don Bluth,74,984,"$7,000,000","$14,665,733"
The Life of David Gale,2003,130,Drama,Thriller,Alan Parker,74,2253,"$50,000,000","$38,955,598"
Happiness,1998,140,Comedy,Drama,Todd Solondz,74,979,"$3,000,000","$2,800,000"
Y Tu Mamá También,2001,106,Drama,Romance,Alfonso Cuarón,74,1822,"$5,000,000","$33,600,000"
Carl's Date,2023,9,Animation,Family,Bob Peterson,74,462,-,-
Alice,1988,86,Animation,Fantasy,Jan Švankmajer,74,369,-,-
Scream,1996,112,Crime,Horror,Wes Craven,74,8217,"$14,000,000","$173,046,663"
Gaga: Five Foot Two,2017,101,Music,Documentary,Chris Moukarbel,74,605,-,-
Lone Survivor,2013,121,War,Action,Peter Berg,74,4867,"$40,000,000","$149,295,601"
New World,2013,134,Thriller,Crime,Park Hoon-jung,74,564,-,-
The Lego Movie,2014,100,Animation,Family,Phil Lord,74,8707,"$60,000,000","$470,759,687"
Twin Peaks: Fire Walk with Me,1992,135,Drama,Mystery,David Lynch,74,2352,"$10,000,000","$4,237,427"
Humanist Vampire Seeking Consenting Suicidal Person,2023,91,Comedy,Fantasy,Ariane Louis-Seize,74,416,"$3,000,000","$97,578"
Burrow,2020,6,Animation,Family,Madeline Sharafian,74,320,-,-
Blue Bayou,2021,117,Drama,,Justin Chon,74,302,-,"$750,000"
The Legend of Sleepy Hollow,1949,37,Family,Animation,Clyde Geronimi,74,300,-,-
The Lady Vanishes,1938,96,Mystery,Thriller,Alfred Hitchcock,74,1059,-,-
The Worst Person in the World,2021,128,Drama,Romance,Joachim Trier,74,1959,"$5,000,000","$12,687,507"
Gun Crazy,1950,87,Crime,Romance,Joseph H. Lewis,74,315,-,-
The Secret Garden,1993,101,Drama,Family,Agnieszka Holland,74,1009,"$18,000,000","$40,000,000"
The Experiment,2001,120,Drama,Thriller,Oliver Hirschbiegel,74,1261,-,"$13,782,896"
The Man Who Knew Too Much,1956,121,Thriller,Mystery,Alfred Hitchcock,74,1601,"$1,200,000","$11,300,000"
A Quiet Place Part II,2021,97,Science Fiction,Thriller,John Krasinski,74,7623,"$55,000,000","$297,372,261"
Breathe,2017,118,Drama,Romance,Andy Serkis,74,816,-,"$5,026,154"
The Red Turtle,2016,81,Animation,Drama,Michael Dudok de Wit,74,1399,-,"$921,974"
Sicario,2015,122,Action,Crime,Denis Villeneuve,74,9852,"$30,000,000","$84,997,446"
Hamlet,1948,153,Drama,,Laurence Olivier,74,300,"$750,000",-
August Rush,2007,114,Family,Drama,Kirsten Sheridan,74,2892,"$25,000,000","$66,122,026"
Enemy at the Gates,2001,131,War,History,Jean-Jacques Annaud,74,4172,"$68,000,000","$96,976,270"
Erin Brockovich,2000,131,Drama,,Steven Soderbergh,74,3752,"$52,000,000","$256,271,286"
Mon Oncle,1958,118,Comedy,,Jacques Tati,74,632,-,-
Saw,2004,103,Horror,Mystery,James Wan,74,10314,"$1,200,000","$104,045,735"
Hunting Season,2025,100,Action,Drama,Raja Collins,74,441,-,-
The Children's Train,2024,106,Drama,,Cristina Comencini,74,351,-,-
The Florida Project,2017,112,Drama,,Sean Baker,74,3184,"$2,000,000","$11,303,040"
Doctor Strange,2016,115,Fantasy,Adventure,Scott Derrickson,74,23888,"$180,000,000","$676,343,174"
The Flowers of War,2011,146,Drama,History,Zhang Yimou,74,927,"$94,000,000","$95,311,434"
The Man Without a Past,2002,97,Drama,Romance,Aki Kaurismäki,74,459,-,$921
Kalashnikov AK-47,2020,105,War,History,Konstantin Buslov,74,378,"$3,500,000","$1,593,464"
Cold War,2018,88,Romance,Music,Paweł Pawlikowski,74,1616,"$4,954,500","$18,754,051"
The Hunger Games: Catching Fire,2013,146,Adventure,Action,Francis Lawrence,74,18761,"$130,000,000","$865,011,746"
The Gospel According to St. Matthew,1965,137,Drama,,Pier Paolo Pasolini,74,425,-,-
The Man in the Moon,1991,99,Drama,Romance,Robert Mulligan,74,389,"$1,237,669","$2,853,801"
Zelig,1983,79,Comedy,,Woody Allen,74,936,"$13,500,000","$11,798,616"
My Girl,1991,103,Comedy,Drama,Howard Zieff,74,2363,"$17,000,000","$59,490,000"
High School of the Dead: Drifters of the Dead,2011,18,Comedy,Animation,Tetsuro Araki,74,478,-,-
Crimes and Misdemeanors,1989,104,Comedy,Drama,Woody Allen,74,972,"$19,000,000","$18,254,702"
The Witcher: Nightmare of the Wolf,2021,83,Animation,Action,Han Kwang Il,74,1129,-,-
Kes,1970,111,Drama,,Ken Loach,74,459,-,-
Being John Malkovich,1999,113,Comedy,Drama,Spike Jonze,74,4945,"$13,000,000","$22,863,596"
Summer of 85,2020,101,Romance,Drama,François Ozon,74,944,"$6,900,000","$3,600,000"
In Safe Hands,2018,112,Drama,,Jeanne Herry,74,535,-,-
Once Upon a Time... in Hollywood,2019,162,Comedy,Drama,Quentin Tarantino,74,15222,"$95,000,000","$393,869,691"
One Day,2011,107,Drama,Romance,Lone Scherfig,74,4617,"$15,000,000","$59,400,000"
Once,2007,85,Drama,Music,John Carney,74,1502,"$160,000","$20,710,513"
Duel,1971,74,Action,Thriller,Steven Spielberg,74,2136,"$450,000","$2,544"
Ricky Gervais: SuperNature,2022,64,Comedy,,John L. Spencer,74,367,-,-
Sonic the Hedgehog 2,2022,123,Action,Adventure,Jeff Fowler,74,6010,"$110,000,000","$405,421,518"
The Best of Enemies,2019,133,Drama,History,Robin Bissell,74,498,"$10,000,000",-
Tinker Bell and the Legend of the NeverBeast,2014,77,Adventure,Animation,Steve Loter,74,1242,-,-
"Yesterday, Today and Tomorrow",1963,119,Comedy,Romance,Vittorio De Sica,74,482,-,-
Rudolph the Red-Nosed Reindeer,1964,52,Animation,Family,Larry Roemer,74,670,-,-
Iron Monkey,1993,90,Action,Crime,Yuen Woo-ping,74,338,"$11,000,000","$14,694,904"
Cabaret,1972,124,Music,Romance,Bob Fosse,74,1007,"$4,600,000","$42,800,000"
The Godfather Part III,1990,162,Crime,Drama,Francis Ford Coppola,74,7044,"$54,000,000","$136,766,062"
Unbroken,2014,137,Drama,War,Angelina Jolie,74,4446,"$65,000,000","$163,400,000"
Enter the Dragon,1973,102,Action,,Robert Clouse,74,2159,"$850,000","$21,531,361"
The Swimmers,2022,134,Drama,History,Sally El Hosaini,74,660,-,-
Memoir of a Murderer,2017,128,Crime,Mystery,Won Shin-yun,74,396,"$125,000",-
Sense and Sensibility,1995,136,Drama,Romance,Ang Lee,74,1886,"$16,000,000","$134,582,776"
Trouble in Paradise,1932,83,Comedy,Crime,Ernst Lubitsch,74,322,-,-
Greyhound,2020,92,War,Action,Aaron Schneider,74,3449,"$50,300,000",-
Richard Jewell,2019,131,Drama,History,Clint Eastwood,74,2796,"$45,000,000","$33,900,000"
Neon Genesis Evangelion: Death and Rebirth,1997,101,Animation,Drama,Hideaki Anno,74,516,-,"$15,877"
The Odd Couple,1968,106,Comedy,,Gene Saks,74,670,"$1,200,000","$44,527,234"
Predestination,2014,98,Science Fiction,Thriller,Peter Spierig,74,7311,"$5,500,000","$5,386,852"
Life of Pi,2012,127,Adventure,Drama,Ang Lee,74,14004,"$120,000,000","$609,016,565"
Secretariat,2010,123,Drama,,Randall Wallace,74,651,"$35,000,000","$60,300,000"
Justice League: Doom,2012,77,Action,Animation,Lauren Montgomery,74,956,-,-
Naruto Shippuden the Movie,2007,94,Animation,Action,Hajime Kamegaki,74,1077,-,"$13,219,807"
The Match Factory Girl,1990,69,Drama,,Aki Kaurismäki,74,306,"$83,038",-
The Farewell,2019,100,Comedy,Drama,Lulu Wang,74,1583,"$3,000,000","$23,076,657"
The Raid,2012,101,Action,Thriller,Gareth Evans,74,4026,"$1,100,000","$9,148,519"
Chaplin,1992,145,Drama,,Richard Attenborough,74,1252,"$31,000,000","$9,493,259"
Taken,2008,94,Action,Thriller,Pierre Morel,74,12381,"$25,000,000","$226,830,568"
The Lovers on the Bridge,1991,126,Drama,Romance,Leos Carax,74,393,"$28,000,000",-
Soulm8te,2026,99,Horror,Science Fiction,Kate Dolan,74,321,-,-
I Can Quit Whenever I Want,2014,100,Comedy,,Sydney Sibilia,74,1861,"$2,000,000","$54,606"
Glory Road,2006,118,Drama,History,James Gartner,74,822,-,"$42,647,449"
Inside Man,2006,129,Crime,Drama,Spike Lee,74,6551,"$45,000,000","$186,003,591"
Bullet Train,2022,126,Action,Comedy,David Leitch,74,7899,"$90,000,000","$239,268,602"
The Unforgivable,2021,112,Drama,Crime,Nora Fingscheidt,74,2121,-,-
The Last King of Scotland,2006,123,Drama,,Kevin Macdonald,74,2446,"$6,000,000","$48,600,000"
Boys Don't Cry,1999,118,Crime,Drama,Kimberly Peirce,74,1505,"$2,000,000","$11,540,607"
American Sniper,2014,133,War,Action,Clint Eastwood,74,13875,"$58,800,000","$542,300,000"
Delusions of Grandeur,1971,108,Comedy,History,Gérard Oury,74,750,-,-
Scarface,1932,93,Crime,Action,Howard Hawks,74,715,"$800,000","$600,000"
Crush,2022,93,Comedy,Romance,Sammi Cohen,74,502,-,-
Creed,2015,133,Drama,,Ryan Coogler,74,8117,"$37,000,000","$173,600,000"
Tarzan,1999,88,Animation,Family,Kevin Lima,74,7488,"$130,000,000","$448,200,000"
Undisputed II: Last Man Standing,2006,93,Action,Crime,Isaac Florentine,74,963,"$8,000,000","$71,000,000"
When Harry Met Sally...,1989,96,Comedy,Romance,Rob Reiner,74,4735,"$16,000,000","$92,823,546"
The Long Goodbye,1973,112,Mystery,Drama,Robert Altman,74,805,"$1,700,000","$959,000"
The Motorcycle Diaries,2004,126,Drama,,Walter Salles,74,1465,-,"$57,663,224"
Enola Holmes 2,2022,131,Adventure,Mystery,Harry Bradbeer,74,3162,-,-
Nocturnal Animals,2016,116,Drama,Thriller,Tom Ford,74,8430,"$22,500,000","$29,300,000"
Tucker and Dale vs. Evil,2010,89,Comedy,Horror,Eli Craig,74,3298,"$5,000,000","$5,224,938"
The Right Stuff,1983,193,Drama,History,Philip Kaufman,74,1004,"$27,000,000","$21,500,000"
The Vanishing,1988,106,Thriller,Mystery,George Sluizer,74,867,-,-
Miss Sloane,2016,133,Thriller,Drama,John Madden,74,2022,"$13,000,000","$9,101,546"
A Pure Formality,1994,111,Mystery,Thriller,Giuseppe Tornatore,74,402,-,-
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022,108,Animation,Fantasy,Yasuhito Kikuchi,74,458,-,"$11,628,645"
American Psycho,2000,102,Thriller,Drama,Mary Harron,74,12698,"$7,000,000","$34,269,748"
The Omen,1976,111,Horror,Thriller,Richard Donner,74,2498,"$2,800,000","$60,922,980"
18 Presents,2020,110,Drama,Family,Francesco Amato,74,716,"$2,500,000","$3,486,375"
As Good as It Gets,1997,139,Drama,Comedy,James L. Brooks,74,4237,"$50,000,000","$314,178,011"
The Last Duel,2021,153,Drama,History,Ridley Scott,74,3999,"$100,000,000","$30,552,111"
Mr. Church,2016,104,Drama,,Bruce Beresford,74,543,"$8,000,000","$685,780"
The Basketball Diaries,1995,102,Drama,Crime,Scott Kalvert,74,2283,"$2,000,000","$2,381,087"
His Girl Friday,1940,92,Comedy,Romance,Howard Hawks,74,971,-,-
Dragon Ball: The Path to Power,1996,80,Animation,Adventure,Shigeyasu Yamauchi,74,411,-,-
Falling Down,1993,113,Crime,Drama,Joel Schumacher,74,4240,"$25,000,000","$40,903,593"
Johnny Guitar,1954,110,Western,,Nicholas Ray,74,488,-,-
Scooby-Doo! in Where's My Mummy?,2005,75,Mystery,Animation,Joe Sichta,74,436,-,-
Black Hawk Down,2001,145,Action,War,Ridley Scott,74,6579,"$92,000,000","$172,989,651"
My Fault: London,2025,119,Drama,Romance,Dani Girdwood,74,625,-,-
Honor Society,2022,98,Comedy,,Oran Zegman,74,458,"$20,000,000",-
Ghostland,2018,91,Horror,,Pascal Laugier,74,2739,-,-
They Call Me Jeeg,2016,112,Science Fiction,Action,Gabriele Mainetti,74,2604,"$1,900,000","$5,973,344"
3096 Days,2013,111,Drama,,Sherry Hormann,74,1022,-,"$6,677,474"
The Mission,1986,125,Adventure,Drama,Roland Joffé,74,1597,"$24,500,000","$17,200,000"
"Batman: The Long Halloween, Part Two",2021,87,Animation,Mystery,Chris Palmer,74,594,-,-
Diego Maradona,2019,130,Documentary,,Asif Kapadia,74,447,-,-
Kelly's Heroes,1970,144,Adventure,Comedy,Brian G. Hutton,74,855,"$4,000,000","$5,200,000"
This Is Spinal Tap,1984,82,Comedy,Music,Rob Reiner,74,1693,"$2,500,000","$6,051,884"
Jin-Roh: The Wolf Brigade,1999,102,Animation,Thriller,Hiroyuki Okiura,74,584,-,"$94,072"
Law Abiding Citizen,2009,109,Drama,Crime,F. Gary Gray,74,5842,"$53,000,000","$127,900,000"
Leto,2018,126,Music,Drama,Kirill Serebrennikov,74,349,"$150,000",-
A Quiet Place,2018,91,Horror,Drama,John Krasinski,74,15701,"$17,000,000","$340,955,294"
Interstate 60,2002,116,Adventure,Fantasy,Bob Gale,74,825,"$7,000,000",-
The Trial,1962,119,Crime,Drama,Orson Welles,74,583,"$1,300,000","$94,243"
A Time to Kill,1996,149,Crime,Drama,Joel Schumacher,74,3081,"$40,000,000","$152,266,007"
Miss You Already,2015,112,Comedy,Drama,Catherine Hardwicke,74,719,-,"$8,200,000"
My Father and My Son,2005,112,Drama,,Çağan Irmak,74,398,-,"$4,187,299"
Drunken Master,1978,111,Action,Comedy,Yuen Woo-ping,74,1166,-,"$16,483,650"
The Triplets of Belleville,2003,80,Animation,Comedy,Sylvain Chomet,74,1067,"$9,500,000","$14,776,760"
Un Chien Andalou,1929,17,Fantasy,Horror,Luis Buñuel,74,1448,"$124,797",-
Sing Sing,2024,107,Drama,,Greg Kwedar,74,398,"$2,000,000","$3,401,789"
Happy as Lazzaro,2018,128,Drama,Fantasy,Alice Rohrwacher,74,787,-,-
Spider-Man: Far From Home,2019,129,Action,Adventure,Jon Watts,74,17585,"$160,000,000","$1,132,723,226"
A Night at the Opera,1935,91,Comedy,Music,Sam Wood,74,570,-,-
Scooby-Doo and the Ghoul School,1988,93,Animation,Family,Charles August Nichols,74,336,-,-
Legends of the Fall,1994,133,Drama,Western,Edward Zwick,74,2939,"$30,000,000","$160,638,883"
The Guernsey Literary & Potato Peel Pie Society,2018,124,Romance,Drama,Mike Newell,74,1425,-,"$23,148,937"
Port of Shadows,1938,93,Romance,Drama,Marcel Carné,74,315,-,-
Rushmore,1998,93,Comedy,Drama,Wes Anderson,74,2807,"$9,000,000","$17,096,053"
Mad Max 2,1981,96,Action,Thriller,George Miller,74,4306,"$2,000,000","$24,600,832"
All of Us Strangers,2023,105,Romance,Drama,Andrew Haigh,74,1085,"$5,000,000","$14,864,960"
Only Yesterday,1991,119,Animation,Drama,Isao Takahata,74,1289,-,"$473,110"
The Way of the Dragon,1972,100,Action,Crime,Bruce Lee,74,1334,"$130,000","$27,000,000"
Braindead,1992,103,Horror,Comedy,Peter Jackson,74,1913,"$3,000,000","$242,623"
Sisu,2022,91,Action,War,Jalmari Helander,74,2965,"$6,600,000","$14,281,199"
Dog Man,2025,89,Family,Comedy,Peter Hastings,74,394,"$40,000,000","$145,603,415"
Killers of the Flower Moon,2023,206,Crime,History,Martin Scorsese,74,4324,"$200,000,000","$158,722,599"
The Peanut Butter Falcon,2019,97,Adventure,Comedy,Tyler Nilson,74,1661,"$6,200,000","$23,712,097"
The SpongeBob Movie: Sponge on the Run,2020,95,Adventure,Animation,Tim Hill,74,3031,"$60,000,000","$4,810,790"
The Lunchbox,2013,104,Drama,Romance,Ritesh Batra,74,844,"$3,400,000","$17,240,000"
Sullivan's Travels,1941,91,Comedy,Romance,Preston Sturges,74,525,"$700,000","$1,200,000"
Women on the Verge of a Nervous Breakdown,1988,88,Comedy,Drama,Pedro Almodóvar,74,1031,"$700,000","$14,979,298"
I Stand Alone,1999,89,Drama,Thriller,Gaspar Noé,74,599,-,"$6,955"
Pirates of the Caribbean: Dead Man's Chest,2006,151,Adventure,Fantasy,Gore Verbinski,74,17565,"$200,000,000","$1,066,179,747"
A Dog's Way Home,2019,96,Drama,Adventure,Charles Martin Smith,74,1200,"$18,000,000","$17,643,857"
"What Happened, Miss Simone?",2015,101,Music,Documentary,Liz Garbus,74,396,-,-
Spellbound,1945,111,Drama,Crime,Alfred Hitchcock,74,1009,"$1,500,000","$7,000,000"
South Park: Post COVID: The Return of COVID,2021,62,Animation,Comedy,Trey Parker,74,484,-,-
Rise,2022,117,Comedy,Drama,Cédric Klapisch,74,465,"$7,780,000","$11,196,824"
The Skeleton Dance,1929,5,Animation,Family,Walt Disney,74,338,-,-
Black Sunday,1960,86,Horror,,Mario Bava,74,603,-,-
Romeo and Juliet,1968,138,Drama,Romance,Franco Zeffirelli,74,751,-,"$38,901,218"
Irma la Douce,1963,147,Romance,Comedy,Billy Wilder,74,490,"$5,000,000","$25,200,000"
An American Werewolf in London,1981,97,Comedy,Horror,John Landis,74,2791,"$10,000,000","$31,973,249"
Extraction 2,2023,122,Action,Thriller,Sam Hargrave,74,3047,"$65,000,000",-
The Girl with the Dragon Tattoo,2011,158,Thriller,Crime,David Fincher,74,7791,"$90,000,000","$232,617,430"
F for Fake,1973,89,Documentary,,François Reichenbach,74,376,-,-
Pay It Forward,2000,122,Drama,,Mimi Leder,74,2083,"$40,000,000","$55,707,411"
Interview with the Vampire,1994,123,Horror,Drama,Neil Jordan,74,6602,"$60,000,000","$223,664,608"
Missing,2023,111,Drama,Mystery,Nicholas D. Johnson,74,1337,"$7,000,000","$48,767,848"
Stargirl,2020,107,Comedy,Drama,Julia Hart,74,576,-,-
The Hunt for Red October,1990,135,Action,Thriller,John McTiernan,74,3755,"$30,000,000","$200,512,643"
The Collini Case,2019,118,Drama,Thriller,Marco Kreuzpaintner,74,444,-,-
The Umbrellas of Cherbourg,1964,93,Drama,Romance,Jacques Demy,74,909,"$200,000","$7,600,000"
Ice Age,2002,81,Animation,Comedy,Chris Wedge,74,14611,"$59,000,000","$383,257,136"
100 Meters,2016,108,Comedy,Drama,Marcel Barrena,74,309,-,-
Office Space,1999,90,Comedy,,Mike Judge,74,3520,"$10,000,000","$12,800,000"
Monster Pets: A Hotel Transylvania Short,2021,6,Animation,Comedy,Jennifer Kluska,74,414,-,-
A Walk in the Clouds,1995,103,Drama,Romance,Alfonso Arau,74,1153,"$20,000,000","$50,012,507"
The Last of the Mohicans,1992,112,History,War,Michael Mann,74,3537,"$40,000,000","$75,505,856"
Frida,2002,123,Drama,Romance,Julie Taymor,74,2216,"$12,000,000","$56,298,474"
Jerry & Marge Go Large,2022,96,Comedy,Drama,David Frankel,74,511,-,-
The Mauritanian,2021,129,Drama,Thriller,Kevin Macdonald,74,1332,-,"$7,527,030"
Once in a Lifetime,2014,105,Drama,,Marie-Castille Mention-Schaar,74,331,-,-
The Wailing,2016,156,Horror,Mystery,Na Hong-jin,74,2152,"$10,951,000","$49,851,770"
The Hobbit: An Unexpected Journey,2012,169,Adventure,Fantasy,Peter Jackson,74,20049,"$250,000,000","$1,021,103,568"
Man on Wire,2008,94,Documentary,,James Marsh,74,993,-,"$2,957,978"
The Purple Rose of Cairo,1985,82,Fantasy,Comedy,Woody Allen,74,1173,"$15,000,000","$10,631,333"
The Counterfeiters,2007,98,Drama,War,Stefan Ruzowitzky,74,714,"$6,250,000","$20,200,000"
The Boy and the Heron,2023,124,Animation,Fantasy,Hayao Miyazaki,74,2797,"$50,000,000","$294,200,000"
"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1976,202,Drama,,Chantal Akerman,74,410,"$120,000",-
Tekkonkinkreet,2006,103,Animation,Action,Michael Arias,74,443,"$4,200,000",-
Once Were Warriors,1994,99,Drama,,Lee Tamahori,74,511,"$950,000","$6,700,000"
Lost in Translation,2003,102,Drama,Comedy,Sofia Coppola,74,8305,"$4,000,000","$119,723,856"
Burning,2018,148,Mystery,Drama,Lee Chang-dong,74,1890,"$7,280,000","$6,591,038"
Rise of the Guardians,2012,97,Action,Adventure,Peter Ramsey,74,7276,"$145,000,000","$306,941,670"
The Fighter,2010,116,Drama,,David O. Russell,74,4832,"$25,000,000","$129,190,869"
Futurama: Bender's Big Score,2007,89,Animation,Comedy,Dwayne Carey-Hill,74,788,-,-
Our Fault,2025,110,Romance,Drama,Domingo González,74,745,-,-
Justice Society: World War II,2021,84,Animation,War,Jeff Wamester,74,614,-,-
Lost Illusions,2021,149,Drama,Romance,Xavier Giannoli,74,574,"$20,800,000","$8,600,000"
Stuck in Love,2013,97,Drama,Comedy,Josh Boone,74,2041,-,"$977,671"
Le Doulos,1962,108,Drama,Thriller,Jean-Pierre Melville,74,313,-,-
"Maggie Simpson in ""Playdate with Destiny""",2020,4,Animation,Comedy,David Silverman,74,374,-,-
The Impossible,2012,113,Drama,Thriller,J. A. Bayona,74,6845,"$45,000,000","$198,100,000"
Swept Away,1974,110,Comedy,Drama,Lina Wertmüller,74,344,-,"$12,014,430"
The Social Network,2010,121,Drama,,David Fincher,74,13488,"$40,000,000","$224,920,315"
The Secret of Kells,2009,79,Animation,Family,Tomm Moore,74,816,"$8,000,000","$1,803,412"
Scooby-Doo! and the Witch's Ghost,1999,70,Comedy,Mystery,Jim Stenstrum,74,505,-,-
Mutiny on the Bounty,1935,132,Adventure,Drama,Frank Lloyd,74,404,"$1,950,000","$4,460,000"
"What's Up, Doc?",1972,94,Comedy,Crime,Peter Bogdanovich,74,475,"$4,000,000","$66,000,000"
Perfume: The Story of a Murderer,2006,147,Crime,Fantasy,Tom Tykwer,74,5153,"$63,700,000","$135,039,924"
The Marriage of Maria Braun,1979,120,Drama,,Rainer Werner Fassbinder,74,307,-,-
